日付,決修,伝票番号,部門ｺｰﾄﾞ,借方ｺｰﾄﾞ,借方名称,借方枝番,借方枝番摘要,貸方ｺｰﾄﾞ,貸方名称,貸方枝番,貸方枝番摘要,金額,摘要,税区分,対価,仕入区分,売上業種区分,消費税科目,売仕区分,ﾀﾞﾐｰ3
2013-01-01,0,,"",165,"受取手形",,,327,"裏書手形",,,27004923,"期首再振替・裏書手形",,,,,,,
2013-01-01,0,,"",165,"受取手形",,,324,"割引手形",1,"みずほ小舟町・",68094044,"期首再振替・割引手形",,,,,,,
2013-01-01,0,,"",165,"受取手形",,,324,"割引手形",2,"三井住友・",53877072,"期首再振替・割引手形",,,,,,,
2013-12-31,1,,"",314,"未払金",400,"㈱宇徳",999,"諸口",,,259395,"期首再振替　㈱宇徳",,,,,,,
2013-12-31,1,,"",999,"諸口",,,550,"仕入",3,"輸入諸掛",193151,"期首再振替　㈱宇徳　仕入諸掛（課税）",11,,,,貸,仕,
2013-12-31,1,,"",999,"諸口",,,550,"仕入",3,"輸入諸掛",66244,"期首再振替　㈱宇徳　仕入諸掛（非課税）",2,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",2202,"新光鍍金工業㈱",552,"外注加工費",,,572355,"新光鍍金工業㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",401,"㈱内田モ－タ－ス",732,"修繕費",3,"車両",26565,"㈱内田モ－タ－ス車両",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",2201,"下島ロジスパック㈱",721,"荷造包装費",,,116025,"下島ロジスパック㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",800,"㈱大塚商会",999,"諸口",,,466684,"㈱大塚商会",,,,,,,
2013-12-31,1,,"",999,"諸口",,,729,"事務用消耗品費",1,"事務用品代",339949,"事務用品代㈱大塚商会",11,,,,貸,仕,
2013-12-31,1,,"",999,"諸口",,,729,"事務用消耗品費",2,"パソコン保守",68250,"パソコン保守㈱大塚商会",11,,,,貸,仕,
2013-12-31,1,,"",999,"諸口",,,731,"賃借料",1,"複合機リース",25200,"複合機リース大塚商会",11,,,,貸,仕,
2013-12-31,1,,"",999,"諸口",,,731,"賃借料",2,"サーバリース",33285,"サーバリース大塚商会",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",2600,"関谷機工㈱",728,"消耗品費",3,"その他",75642,"関谷機工㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",3806,"東部材料試験室",734,"支払手数料",5,"東部材料試験室",13650,"東部材料試験室",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",2000,"佐川急便",719,"運搬費",,,170404,"佐川急便",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",2601,"西濃運輸㈱",719,"運搬費",,,84520,"西濃運輸㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",3000,"第一貨物",719,"運搬費",,,220294,"第一貨物",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",5402,"福山通運㈱",719,"運搬費",,,173040,"福山通運㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",7000,"ヤマト運輸㈱",719,"運搬費",,,24390,"ヤマト運輸㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",6000,"㈱マッハ５０",719,"運搬費",,,30632,"㈱マッハ５０",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",9999,"諸口",745,"雑費",4,"その他",155340,"ダスキンアクティブ",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",2200,"首都高速道路公団",722,"交通費",2,"移動費",74950,"ＥＴＣ",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",5400,"富士ゼロックス㈱",729,"事務用消耗品費",3,"ゼロックス使用料",9905,"富士ゼロックス㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",600,"ＮＴＴ　電話料金",724,"通信費",1,"電話料金",105437,"ＮＴＴ　電話料金",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",3802,"東京電力㈱　電気料金",725,"水道光熱費",1,"電気料金",110923,"東京電力㈱　電気料金",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",3803,"東京ガス㈱　ガス料金",725,"水道光熱費",2,"ガス料金",3305,"東京ガス㈱　ガス料金",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",3801,"東京都水道局",725,"水道光熱費",3,"水道料金",10111,"東京都水道局水道料金",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",1,"ＡＬＳＯＫ",734,"支払手数料",6,"ＡＬＳＯＫ",34650,"ＡＬＳＯＫ",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",9999,"諸口",731,"賃借料",4,"その他",52500,"トラストパーク",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",9999,"諸口",731,"賃借料",4,"その他",2450,"タイムズ",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",9999,"諸口",728,"消耗品費",1,"ガソリン代",111821,"青木石油　ガソリン代",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",9999,"諸口",727,"交際接待費",,,30450,"魚がし銘茶㈱",11,,,,貸,仕,
2013-12-31,1,,"",314,"未払金",9999,"諸口",732,"修繕費",1,"建物",800000,"㈱フォレスト　センター屋根塗装代",11,,,,貸,仕,
2013-12-31,1,,"",331,"前受収益",,,815,"貸地収入",,,330000,"期首再振替　１月分リパーク",2,,,,貸,売,
2013-01-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"１月分減価償却費",2,,,,借貸,仕,
2013-02-28,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"２月分減価償却費",2,,,,借貸,仕,
2013-03-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"３月分減価償却費",2,,,,借貸,仕,
2013-04-30,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"４月分減価償却費",2,,,,借貸,仕,
2013-05-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"５月分減価償却費",2,,,,借貸,仕,
2013-06-30,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"６月分減価償却費",2,,,,借貸,仕,
2013-07-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"７月分減価償却費",2,,,,借貸,仕,
2013-08-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"８月分減価償却費",2,,,,借貸,仕,
2013-09-30,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"９月分減価償却費",2,,,,借貸,仕,
2013-10-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"月分減価償却費",2,,,,借貸,仕,
2013-11-30,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"月分減価償却費",2,,,,借貸,仕,
2013-12-31,0,,"",735,"減価償却費",,,224,"減価償却累計額",,,490000,"月分減価償却費",2,,,,借貸,仕,
2013-12-31,1,,"",224,"減価償却累計額",,,735,"減価償却費",,,5880000,"期中計上取消・減価償却費",4,,,,借貸,仕,
2013-01-31,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"１月分賞与引当",4,,,,借,仕,
2013-02-28,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"２月分賞与引当",4,,,,借,仕,
2013-03-31,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"３月分賞与引当",4,,,,借,仕,
2013-04-30,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"４月分賞与引当",4,,,,借,仕,
2013-05-31,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"５月分賞与引当",4,,,,借,仕,
2013-06-30,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"６月分賞与引当",4,,,,借,仕,
2013-07-31,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"７月分賞与引当",4,,,,借,仕,
2013-07-31,0,,"",325,"賞与引当金",,,713,"賞与手当",,,8712000,"期中計上取消・1～６月分賞与引当",4,,,,貸,仕,
2013-08-31,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"８月分賞与引当",4,,,,借,仕,
2013-09-30,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"９月分賞与引当",4,,,,借,仕,
2013-10-31,0,,"",713,"賞与手当",,,325,"賞与引当金",,,1452000,"月分賞与引当",4,,,,借,仕,
