日付,決修,伝票番号,部門ｺｰﾄﾞ,借方ｺｰﾄﾞ,借方名称,借方枝番,借方枝番摘要,貸方ｺｰﾄﾞ,貸方名称,貸方枝番,貸方枝番摘要,金額,摘要,税区分,対価,仕入区分,売上業種区分,消費税科目,売仕区分,ﾀﾞﾐｰ3
2013-01-01,,,,782,賃借料,2,ａｂｃ銀座店舗ｾﾝﾀｰ,175,前払費用,2,ａｂｃ銀座,220000,1月分㈱ａｂｃ銀座店舗センター　賃室料,,,,,,,
2013-01-01,,,,420,未払金,13,他：,420,未払金,13,他：,12000,前期12月分薮内理予　部門振替,,,,,,,
2013-01-01,,,,427,預り金,3,住民税,410,短期借入金,1,石神芳文,64200,10月分住民税　24.12.20納付計上もれ分,,,,,,,
2013-01-01,,,,427,預り金,3,住民税,410,短期借入金,1,石神芳文,64200,11月分住民税　24.12.20納付計上もれ分,,,,,,,
2013-01-01,,,,427,預り金,3,住民税,410,短期借入金,1,石神芳文,64200,12月分住民税　24.12.20納付計上もれ分,,,,,,,
2013-01-01,,,,766,支払手数料,,,410,短期借入金,1,石神芳文,592,お名前ドットコム　ロングラン．comドメイン　2010年分,,,,,,,
2013-01-01,,,,766,支払手数料,,,410,短期借入金,1,石神芳文,789,お名前ドットコム　ロングラン．comドメイン　2011年分,,,,,,,
2013-01-01,,,,766,支払手数料,,,410,短期借入金,1,石神芳文,789,お名前ドットコム　ロングラン．comドメイン　2012年分,,,,,,,
2013-01-01,,,,766,支払手数料,,,410,短期借入金,1,石神芳文,789,お名前ドットコム　ロングラン．comドメイン　2013年分,,,,,,,
2013-01-02,,,,756,通信費,,,102,現金（ロングラン）,3,小口現金,753,㈱村内ファニチャーアクセス　はがき,,,,,,,
2013-01-02,,,,760,消耗品費,,,102,現金（ロングラン）,3,小口現金,200,CANDANI　トイレ用お香,,,,,,,
2013-01-02,,,,760,消耗品費,,,102,現金（ロングラン）,3,小口現金,1000,ダイソー　店内雑貨,,,,,,,
2013-01-02,,,,760,消耗品費,,,102,現金（ロングラン）,3,小口現金,2623,島忠ホームセンター　フライパン、消臭剤、石鹸他,,,,,,,
2013-01-02,,,,420,未払金,7,東京ガス㈱,100,現金,,,1669,東京ガス,,,,,,,
2013-01-02,,,,420,未払金,13,他：,410,短期借入金,1,石神芳文,5465,ＮＴＴ,,,,,,,
2013-01-03,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,6460,赤札堂　食材仕入,,,,,,,
2013-01-03,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,1500,オオゼキ　食材仕入,,,,,,,
2013-01-03,,,,755,旅費交通費,,,102,現金（ロングラン）,3,小口現金,953,東京都交通局　チャージ代,,,,,,,
2013-01-03,,,,756,通信費,,,102,現金（ロングラン）,3,小口現金,239,サンクス　切手,,,,,,,
2013-01-04,,,,102,現金（ロングラン）,2,売上現金,701,売上高（ロングラン）,1,店内飲食,46000,現金売上,,,,,,,
2013-01-04,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,18,赤札堂　もやし,,,,,,,
2013-01-04,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,1829,肉のハナマサ　シーチキン他,,,,,,,
2013-01-04,,,,116,ＵＦＪ（ロングラン売上）,,,102,現金（ロングラン）,2,売上現金,30800,27日売上,,,,,,,
2013-01-04,,,,116,ＵＦＪ（ロングラン売上）,,,102,現金（ロングラン）,2,売上現金,69200,28日売上,,,,,,,
2013-01-04,,,,420,未払金,13,他：,115,三菱東京ＵＦＪ普通,,,212015,社会保険料,,,,,,,
2013-01-05,,,,102,現金（ロングラン）,2,売上現金,701,売上高（ロングラン）,1,店内飲食,5500,現金売上,,,,,,,
2013-01-05,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,605,赤札堂　食材仕入,,,,,,,
2013-01-06,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,2388,赤札堂　食材仕入,,,,,,,
2013-01-06,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,4000,あおもり北彩館　鮭とば,,,,,,,
2013-01-06,,,,755,旅費交通費,,,102,現金（ロングラン）,3,小口現金,953,東京都交通局　チャージ代,,,,,,,
2013-01-06,,,,725,仕入高,2,食材,410,短期借入金,1,石神芳文,4748,グルメ大陸　フランス産フォアグラスライス,,,,,,,
2013-01-06,,,,751,荷造運賃,,,410,短期借入金,1,石神芳文,677,送料　グルメ大陸,,,,,,,
2013-01-07,,,,102,現金（ロングラン）,2,売上現金,701,売上高（ロングラン）,1,店内飲食,28800,現金売上,,,,,,,
2013-01-07,,,,102,現金（ロングラン）,2,売上現金,701,売上高（ロングラン）,2,お持ち帰り,1980,鮭とば,,,,,,,
2013-01-07,,,,725,仕入高,1,酒,102,現金（ロングラン）,3,小口現金,2439,やまや　たる酒,,,,,,,
2013-01-07,,,,760,消耗品費,,,102,現金（ロングラン）,3,小口現金,2526,コーナン　小鍋セット・電球・三角コーナー,,,,,,,
2013-01-07,,,,760,消耗品費,,,102,現金（ロングラン）,3,小口現金,477,深川不動堂　店内お札,,,,,,,
2013-01-07,,,,420,未払金,14,㈱長谷川氷室,102,現金（ロングラン）,3,小口現金,4410,㈱長谷川氷室,,,,,,,
2013-01-07,,,,102,現金（ロングラン）,3,小口現金,116,ＵＦＪ（ロングラン売上）,,,30000,現金引出,,,,,,,
2013-01-07,,,,116,ＵＦＪ（ロングラン売上）,,,102,現金（ロングラン）,2,売上現金,46000,4日売上,,,,,,,
2013-01-07,,,,116,ＵＦＪ（ロングラン売上）,,,102,現金（ロングラン）,2,売上現金,5500,5日売上,,,,,,,
2013-01-07,,,,782,賃借料,6,三菱ｸﾚｼﾞｯﾄ,117,ＵＦＪ（ロングラン経費）,,,12000,三菱クレジット　エアコンリース,,,,,,,
2013-01-07,,,,755,旅費交通費,,,100,現金,,,4762,東京地下鉄㈱　チャージ代,,,,,,,
2013-01-07,,,,759,交際費2,,,100,現金,,,6600,喜楽鮨　アビーム丸子様２名接待飲食代,,,,,,,
2013-01-08,,,,102,現金（ロングラン）,2,売上現金,701,売上高（ロングラン）,1,店内飲食,16000,現金売上,,,,,,,
2013-01-08,,,,725,仕入高,2,食材,102,現金（ロングラン）,3,小口現金,2792,肉のハナマサ　蒸たこ、調味料,,,,,,,
2013-01-08,,,,755,旅費交通費,,,100,現金,,,1020,盛ﾀｸｼｰ　タクシー代,,,,,,,
2013-01-08,,,,753,交際費,,,100,現金,,,54286,青　SAP中村様２名接待飲食代,,,,,,,
2013-01-08,,,,753,交際費,,,100,現金,,,13300,築地すし大　SAP中村様２名接待飲食代,,,,,,,
2013-01-08,,,,420,未払金,13,他：,100,現金,,,5171,東京電力,,,,,,,
2013-01-08,,,,115,三菱東京ＵＦＪ普通,,,172,未収入金,,,96463,ｾﾌﾞﾝｲﾝﾍﾞｽﾀｰｽﾞ証券　解約返戻金,,,,,,,
